Zeit;Kanal A
(ms);(mV)

-21,95249913;-1,86638800
-21,94749913;-1,86638800
-21,94249913;-1,67999500
-21,93749913;-0,93319390
-21,93249913;-1,30659400
-21,92749913;-1,67999500
-21,92249913;-0,93319390
-21,91749913;-1,67999500
-21,91249913;-0,93319390
-21,90749913;-1,49298700
-21,90249913;-1,67999500
-21,89749913;-1,30659400
-21,89249913;-1,30659400
-21,88749913;-0,93319390
-21,88249913;-1,67999500
-21,87749913;-0,55979330
-21,87249913;-1,30659400
-21,86749913;-0,74618600
-21,86249913;-1,11958700
-21,85749913;-0,74618600
-21,85249913;-0,74618600
-21,84749913;-1,11958700
-21,84249913;-0,74618600
-21,83749913;-1,11958700
-21,83249913;-1,30659400
-21,82749913;-0,74618600
-21,82249913;-1,49298700
-21,81749913;-1,30659400
-21,81249913;-1,11958700
-21,80749913;-2,05339600
-21,80249913;-1,67999500
-21,79749913;-1,86638800
-21,79249913;-1,67999500
-21,78749913;-1,49298700
-21,78249913;-2,05339600
-21,77749913;-1,67999500
-21,77249913;-1,86638800
-21,76749913;-1,11958700
-21,76249913;-1,67999500
-21,75749913;-1,67999500
-21,75249913;-0,93319390
-21,74749913;-0,93319390
-21,74249913;-0,74618600
-21,73749913;-0,74618600
-21,73249913;-0,74618600
-21,72749913;-0,74618600
-21,72249913;-0,74618600
-21,71749913;-0,18639270
-21,71249913;-0,93319390
-21,70749914;-0,55979330
-21,70249914;-0,55979330
-21,69749914;-0,74618600
-21,69249914;-0,37278540
-21,68749914;-0,55979330
-21,68249914;-0,37278540
-21,67749914;-0,55979330
-21,67249914;-0,55979330
-21,66749914;-1,49298700
-21,66249914;-0,37278540
-21,65749914;-1,67999500
-21,65249914;-1,11958700
-21,64749914;-1,11958700
-21,64249914;-0,74618600
-21,63749914;-0,74618600
-21,63249914;-1,11958700
-21,62749914;-1,67999500
-21,62249914;-0,93319390
-21,61749914;-1,49298700
-21,61249914;-0,93319390
-21,60749914;-1,30659400
-21,60249914;-1,30659400
-21,59749914;-1,11958700
-21,59249914;-1,30659400
-21,58749914;-1,11958700
-21,58249914;-1,30659400
-21,57749914;-1,11958700
-21,57249914;-1,30659400
-21,56749914;-0,55979330
-21,56249914;-2,05339600
-21,55749914;-1,11958700
-21,55249914;-1,11958700
-21,54749914;-0,74618600
-21,54249914;-0,74618600
-21,53749914;-0,18639270
-21,53249914;-0,74618600
-21,52749914;0,18639270
-21,52249914;-0,18639270
-21,51749914;0,18639270
-21,51249914;0,55979330
-21,50749914;0,74618600
-21,50249914;0,55979330
-21,49749914;0,93319390
-21,49249914;2,05339600
-21,48749914;1,49298700
-21,48249914;1,86638800
-21,47749914;1,11958700
-21,47249914;2,05339600
-21,46749914;3,54699800
-21,46249914;2,61318900
-21,45749914;2,42679600
-21,45249914;3,17359700
-21,44749914;3,35999000
-21,44249914;2,98658900
-21,43749914;2,80019700
-21,43249914;3,73339100
-21,42749914;2,23978800
-21,42249914;2,61318900
-21,41749914;2,61318900
-21,41249914;2,42679600
-21,40749914;2,42679600
-21,40249914;2,80019700
-21,39749914;2,05339600
-21,39249914;2,23978800
-21,38749914;2,23978800
-21,38249914;2,42679600
-21,37749914;1,86638800
-21,37249914;2,05339600
-21,36749914;2,23978800
-21,36249914;2,80019700
-21,35749914;2,61318900
-21,35249914;2,98658900
-21,34749914;2,80019700
-21,34249914;2,98658900
-21,33749914;2,80019700
-21,33249914;3,17359700
-21,32749914;2,98658900
-21,32249914;3,17359700
-21,31749914;1,86638800
-21,31249915;2,23978800
-21,30749915;2,42679600
-21,30249915;1,86638800
-21,29749915;1,11958700
-21,29249915;0,93319390
-21,28749915;0,55979330
-21,28249915;0,37278540
-21,27749915;-0,18639270
-21,27249915;0,18639270
-21,26749915;-0,74618600
-21,26249915;-0,74618600
-21,25749915;0,00000000
-21,25249915;0,00000000
-21,24749915;-0,18639270
-21,24249915;-0,37278540
-21,23749915;0,55979330
-21,23249915;0,18639270
-21,22749915;0,37278540
-21,22249915;0,55979330
-21,21749915;1,11958700
-21,21249915;0,93319390
-21,20749915;1,11958700
-21,20249915;-0,37278540
-21,19749915;1,11958700
-21,19249915;0,37278540
-21,18749915;0,55979330
-21,18249915;0,55979330
-21,17749915;1,11958700
-21,17249915;0,93319390
-21,16749915;0,74618600
-21,16249915;1,30659400
-21,15749915;1,11958700
-21,15249915;1,49298700
-21,14749915;1,30659400
-21,14249915;0,93319390
-21,13749915;1,49298700
-21,13249915;1,86638800
-21,12749915;1,30659400
-21,12249915;1,86638800
-21,11749915;1,30659400
-21,11249915;1,67999500
-21,10749915;1,86638800
-21,10249915;1,49298700
-21,09749915;2,42679600
-21,09249915;1,86638800
-21,08749915;1,67999500
-21,08249915;1,30659400
-21,07749915;2,61318900
-21,07249915;1,86638800
-21,06749915;2,80019700
-21,06249915;1,86638800
-21,05749915;2,23978800
-21,05249915;2,23978800
-21,04749915;2,23978800
-21,04249915;1,49298700
-21,03749915;1,86638800
-21,03249915;2,61318900
-21,02749915;2,80019700
-21,02249915;2,80019700
-21,01749915;2,80019700
-21,01249915;2,42679600
-21,00749915;2,23978800
-21,00249915;2,05339600
-20,99749915;2,23978800
-20,99249915;2,05339600
-20,98749915;2,05339600
-20,98249915;2,42679600
-20,97749915;2,80019700
-20,97249915;2,98658900
-20,96749915;3,35999000
-20,96249915;3,73339100
-20,95749915;3,73339100
-20,95249915;3,35999000
-20,94749915;3,92039800
-20,94249915;3,73339100
-20,93749915;3,92039800
-20,93249915;3,92039800
-20,92749915;2,80019700
-20,92249915;3,92039800
-20,91749916;3,17359700
-20,91249916;3,35999000
-20,90749916;3,54699800
-20,90249916;3,17359700
-20,89749916;2,98658900
-20,89249916;1,67999500
-20,88749916;1,86638800
-20,88249916;1,49298700
-20,87749916;1,11958700
-20,87249916;1,30659400
-20,86749916;-0,74618600
-20,86249916;0,55979330
-20,85749916;0,37278540
-20,85249916;0,18639270
-20,84749916;-0,18639270
-20,84249916;0,18639270
-20,83749916;-1,30659400
-20,83249916;0,00000000
-20,82749916;-0,37278540
-20,82249916;-1,67999500
-20,81749916;-1,30659400
-20,81249916;-1,30659400
-20,80749916;-0,74618600
-20,80249916;-1,30659400
-20,79749916;-1,30659400
-20,79249916;-1,67999500
-20,78749916;-1,30659400
-20,78249916;-1,67999500
-20,77749916;-1,67999500
-20,77249916;-2,23978800
-20,76749916;-2,23978800
-20,76249916;-2,23978800
-20,75749916;-2,05339600
-20,75249916;-2,61318900
-20,74749916;-2,98658900
-20,74249916;-2,23978800
-20,73749916;-2,23978800
-20,73249916;-2,61318900
-20,72749916;-2,42679600
-20,72249916;-2,05339600
-20,71749916;-1,67999500
-20,71249916;-2,05339600
-20,70749916;-2,23978800
-20,70249916;-1,67999500
-20,69749916;-1,49298700
-20,69249916;-1,30659400
-20,68749916;-1,11958700
