Zeit;Kanal A
(ms);(V)

-4,98782925;0,55902430
-4,98772525;0,51242620
-4,98762125;0,55902430
-4,98751725;0,55902430
-4,98741325;0,55902430
-4,98730925;0,51242620
-4,98720525;0,51242620
-4,98710125;0,51242620
-4,98699725;0,55902430
-4,98689325;0,55902430
-4,98678925;0,51242620
-4,98668525;0,55902430
-4,98658125;0,51242620
-4,98647725;0,55902430
-4,98637325;0,55902430
-4,98626925;0,51242620
-4,98616525;0,55902430
-4,98606125;0,55902430
-4,98595725;0,55902430
-4,98585325;0,55902430
-4,98574925;0,55902430
-4,98564525;0,55902430
-4,98554125;0,55902430
-4,98543725;0,55902430
-4,98533325;0,55902430
-4,98522925;0,55902430
-4,98512525;0,55902430
-4,98502125;0,55902430
-4,98491725;0,55902430
-4,98481325;0,51242620
-4,98470925;0,55902430
-4,98460525;0,55902430
-4,98450125;0,55902430
-4,98439725;0,55902430
-4,98429325;0,51242620
-4,98418925;0,55902430
-4,98408525;0,55902430
-4,98398125;0,55902430
-4,98387725;0,55902430
-4,98377325;0,55902430
-4,98366925;0,55902430
-4,98356525;0,55902430
-4,98346125;0,55902430
-4,98335725;0,55902430
-4,98325325;0,55902430
-4,98314925;0,55902430
-4,98304525;0,55902430
-4,98294125;0,55902430
-4,98283725;0,55902430
-4,98273325;0,55902430
-4,98262925;0,55902430
-4,98252525;0,55902430
-4,98242125;0,55902430
-4,98231725;0,51242620
-4,98221325;0,55902430
-4,98210925;0,51242620
-4,98200525;0,55902430
-4,98190125;0,55902430
-4,98179725;0,55902430
-4,98169325;0,55902430
-4,98158925;0,55902430
-4,98148525;0,55902430
-4,98138125;0,55902430
-4,98127725;0,60562250
-4,98117325;0,60562250
-4,98106925;0,55902430
-4,98096525;0,55902430
-4,98086125;0,55902430
-4,98075725;0,55902430
-4,98065325;0,55902430
-4,98054925;0,55902430
-4,98044525;0,51242620
-4,98034125;0,55902430
-4,98023725;0,55902430
-4,98013325;0,55902430
-4,98002925;0,55902430
-4,97992525;0,55902430
-4,97982125;0,55902430
-4,97971725;0,55902430
-4,97961325;0,55902430
-4,97950925;0,55902430
-4,97940525;0,55902430
-4,97930125;0,55902430
-4,97919725;0,55902430
-4,97909325;0,55902430
-4,97898925;0,55902430
-4,97888525;0,55902430
-4,97878125;0,55902430
-4,97867725;0,55902430
-4,97857325;0,55902430
-4,97846925;0,55902430
-4,97836525;0,55902430
-4,97826125;0,55902430
-4,97815725;0,55902430
-4,97805325;0,55902430
-4,97794925;0,51242620
-4,97784525;0,55902430
-4,97774125;0,51242620
-4,97763725;0,55902430
-4,97753325;0,55902430
-4,97742925;0,55902430
-4,97732525;0,55902430
-4,97722125;0,55902430
-4,97711725;0,55902430
-4,97701325;0,55902430
-4,97690925;0,55902430
-4,97680525;0,51242620
-4,97670125;0,55902430
-4,97659725;0,55902430
-4,97649325;0,55902430
-4,97638925;0,55902430
-4,97628525;0,51242620
-4,97618125;0,51242620
-4,97607725;0,55902430
-4,97597325;0,55902430
-4,97586925;0,55902430
-4,97576525;0,55902430
-4,97566125;0,55902430
-4,97555725;0,51242620
-4,97545325;0,51242620
-4,97534925;0,55902430
-4,97524525;0,55902430
-4,97514125;0,55902430
-4,97503725;0,55902430
-4,97493325;0,55902430
-4,97482925;0,55902430
-4,97472525;0,55902430
-4,97462125;0,55902430
-4,97451725;0,55902430
-4,97441325;0,55902430
-4,97430925;0,51242620
-4,97420525;0,55902430
-4,97410125;0,55902430
-4,97399725;0,55902430
-4,97389325;0,55902430
-4,97378925;0,55902430
-4,97368525;0,51242620
-4,97358125;0,55902430
-4,97347725;0,55902430
-4,97337325;0,55902430
-4,97326925;0,55902430
-4,97316525;0,55902430
-4,97306125;0,55902430
-4,97295725;0,55902430
-4,97285325;0,55902430
-4,97274925;0,55902430
-4,97264525;0,55902430
-4,97254125;0,55902430
-4,97243725;0,55902430
-4,97233325;0,51242620
-4,97222925;0,55902430
-4,97212525;0,55902430
-4,97202125;0,55902430
-4,97191725;0,55902430
-4,97181325;0,55902430
-4,97170925;0,55902430
-4,97160525;0,55902430
-4,97150125;0,55902430
-4,97139725;0,55902430
-4,97129325;0,55902430
-4,97118925;0,55902430
-4,97108525;0,55902430
-4,97098125;0,55902430
-4,97087725;0,55902430
-4,97077325;0,55902430
-4,97066925;0,55902430
-4,97056525;0,55902430
-4,97046125;0,55902430
-4,97035725;0,55902430
-4,97025325;0,55902430
-4,97014925;0,55902430
-4,97004525;0,55902430
-4,96994125;0,55902430
-4,96983725;0,55902430
-4,96973325;0,55902430
-4,96962925;0,55902430
-4,96952525;0,55902430
-4,96942125;0,55902430
-4,96931725;0,51242620
-4,96921325;0,55902430
-4,96910925;0,55902430
-4,96900525;0,55902430
-4,96890125;0,51242620
-4,96879725;0,55902430
-4,96869325;0,55902430
-4,96858925;0,55902430
-4,96848525;0,55902430
-4,96838125;0,55902430
-4,96827725;0,55902430
-4,96817325;0,55902430
-4,96806925;0,55902430
-4,96796525;0,55902430
-4,96786125;0,55902430
-4,96775725;0,55902430
-4,96765325;0,55902430
-4,96754925;0,55902430
-4,96744525;0,55902430
-4,96734125;0,55902430
-4,96723725;0,55902430
-4,96713325;0,55902430
-4,96702925;0,55902430
-4,96692525;0,55902430
-4,96682125;0,55902430
-4,96671725;0,55902430
-4,96661325;0,55902430
-4,96650925;0,51242620
-4,96640525;0,55902430
-4,96630125;0,55902430
-4,96619725;0,55902430
-4,96609325;0,55902430
-4,96598925;0,55902430
-4,96588525;0,55902430
-4,96578125;0,55902430
-4,96567725;0,55902430
-4,96557325;0,55902430
-4,96546925;0,55902430
-4,96536525;0,55902430
-4,96526125;0,55902430
-4,96515725;0,55902430
-4,96505325;0,55902430
-4,96494925;0,51242620
-4,96484525;0,51242620
-4,96474125;0,55902430
-4,96463725;0,60562250
-4,96453325;0,51242620
-4,96442925;0,51242620
-4,96432525;0,55902430
-4,96422125;0,55902430
-4,96411725;0,55902430
-4,96401325;0,55902430
-4,96390925;0,55902430
-4,96380525;0,55902430
-4,96370125;0,55902430
-4,96359725;0,55902430
-4,96349325;0,55902430
-4,96338925;0,51242620
-4,96328525;0,55902430
-4,96318125;0,55902430
-4,96307725;0,55902430
-4,96297325;0,55902430
-4,96286925;0,55902430
-4,96276525;0,51242620
-4,96266125;0,55902430
-4,96255725;0,55902430
-4,96245325;0,55902430
-4,96234925;0,55902430
-4,96224525;0,51242620
-4,96214125;0,55902430
-4,96203725;0,55902430
-4,96193325;0,55902430
-4,96182925;0,55902430
-4,96172525;0,55902430
-4,96162125;0,55902430
-4,96151725;0,55902430
-4,96141325;0,55902430
-4,96130925;0,55902430
-4,96120525;0,55902430
-4,96110125;0,55902430
-4,96099725;0,55902430
-4,96089325;0,55902430
-4,96078925;0,55902430
-4,96068525;0,51242620
-4,96058125;0,55902430
-4,96047725;0,55902430
-4,96037325;0,55902430
-4,96026925;0,55902430
-4,96016525;0,55902430
-4,96006125;0,55902430
-4,95995725;0,55902430
-4,95985325;0,55902430
-4,95974925;0,55902430
-4,95964525;0,55902430
-4,95954125;0,51242620
-4,95943725;0,51242620
-4,95933325;0,55902430
-4,95922925;0,55902430
-4,95912525;0,55902430
-4,95902125;0,55902430
-4,95891725;0,55902430
-4,95881325;0,55902430
-4,95870925;0,55902430
-4,95860525;0,55902430
-4,95850125;0,51242620
-4,95839725;0,55902430
-4,95829325;0,55902430
-4,95818925;0,55902430
-4,95808525;0,55902430
-4,95798125;0,55902430
-4,95787725;0,55902430
-4,95777325;0,55902430
-4,95766925;0,55902430
-4,95756525;0,55902430
-4,95746125;0,55902430
-4,95735725;0,55902430
-4,95725325;0,55902430
-4,95714925;0,55902430
-4,95704525;0,55902430
-4,95694125;0,55902430
-4,95683725;0,55902430
-4,95673325;0,55902430
-4,95662925;0,55902430
-4,95652525;0,55902430
-4,95642125;0,55902430
-4,95631725;0,55902430
-4,95621325;0,55902430
-4,95610925;0,55902430
-4,95600525;0,55902430
-4,95590125;0,55902430
-4,95579725;0,55902430
-4,95569325;0,55902430
-4,95558925;0,55902430
-4,95548525;0,51242620
-4,95538125;0,51242620
-4,95527725;0,55902430
-4,95517325;0,55902430
-4,95506925;0,55902430
-4,95496525;0,55902430
-4,95486125;0,55902430
-4,95475725;0,55902430
-4,95465325;0,51242620
-4,95454925;0,55902430
-4,95444525;0,51242620
-4,95434125;0,51242620
-4,95423725;0,51242620
-4,95413325;0,55902430
-4,95402925;0,55902430
-4,95392525;0,55902430
-4,95382125;0,55902430
-4,95371725;0,55902430
-4,95361325;0,55902430
-4,95350925;0,55902430
-4,95340525;0,55902430
-4,95330125;0,55902430
-4,95319725;0,55902430
-4,95309325;0,55902430
-4,95298925;0,55902430
-4,95288525;0,55902430
-4,95278125;0,55902430
-4,95267725;0,55902430
-4,95257325;0,55902430
-4,95246925;0,55902430
-4,95236525;0,55902430
-4,95226125;0,51242620
-4,95215725;0,55902430
-4,95205325;0,55902430
-4,95194925;0,55902430
-4,95184525;0,55902430
-4,95174125;0,51242620
-4,95163725;0,55902430
-4,95153325;0,55902430
-4,95142925;0,55902430
-4,95132525;0,51242620
-4,95122125;0,51242620
-4,95111725;0,55902430
-4,95101325;0,55902430
-4,95090925;0,55902430
-4,95080525;0,55902430
-4,95070125;0,55902430
-4,95059725;0,55902430
-4,95049325;0,51242620
-4,95038925;0,55902430
-4,95028525;0,55902430
-4,95018125;0,55902430
-4,95007725;0,51242620
-4,94997325;0,55902430
-4,94986925;0,55902430
-4,94976525;0,55902430
-4,94966125;0,55902430
-4,94955725;0,55902430
-4,94945325;0,55902430
-4,94934925;0,55902430
-4,94924525;0,55902430
-4,94914125;0,51242620
-4,94903725;0,51242620
-4,94893325;0,51242620
-4,94882925;0,51242620
-4,94872525;0,55902430
-4,94862125;0,55902430
-4,94851725;0,51242620
-4,94841325;0,51242620
-4,94830925;0,55902430
-4,94820525;0,55902430
-4,94810125;0,55902430
-4,94799725;0,51242620
-4,94789325;0,55902430
-4,94778925;0,55902430
-4,94768525;0,55902430
-4,94758125;0,55902430
-4,94747725;0,55902430
-4,94737325;0,55902430
-4,94726925;0,51242620
-4,94716525;0,55902430
-4,94706125;0,55902430
-4,94695725;0,51242620
-4,94685325;0,55902430
-4,94674925;0,51242620
-4,94664525;0,51242620
-4,94654125;0,55902430
-4,94643725;0,55902430
-4,94633325;0,55902430
-4,94622925;0,51242620
-4,94612525;0,51242620
-4,94602125;0,55902430
-4,94591725;0,55902430
-4,94581325;0,55902430
-4,94570925;0,55902430
-4,94560525;0,55902430
-4,94550125;0,55902430
-4,94539725;0,55902430
-4,94529325;0,51242620
-4,94518925;0,55902430
-4,94508525;0,55902430
-4,94498125;0,51242620
-4,94487725;0,51242620
-4,94477325;0,51242620
-4,94466925;0,55902430
-4,94456525;0,51242620
-4,94446125;0,55902430
-4,94435725;0,55902430
-4,94425325;0,55902430
-4,94414925;0,55902430
-4,94404525;0,55902430
-4,94394125;0,55902430
-4,94383725;0,51242620
-4,94373325;0,55902430
-4,94362925;0,55902430
-4,94352525;0,55902430
-4,94342125;0,55902430
-4,94331725;0,55902430
-4,94321325;0,55902430
-4,94310925;0,55902430
-4,94300525;0,55902430
-4,94290125;0,51242620
-4,94279725;0,51242620
-4,94269325;0,51242620
-4,94258925;0,55902430
-4,94248525;0,55902430
-4,94238125;0,55902430
-4,94227725;0,55902430
-4,94217325;0,55902430
-4,94206925;0,55902430
-4,94196525;0,55902430
-4,94186125;0,51242620
-4,94175725;0,55902430
-4,94165325;0,55902430
-4,94154925;0,55902430
-4,94144525;0,51242620
-4,94134125;0,55902430
-4,94123725;0,55902430
-4,94113325;0,55902430
-4,94102925;0,55902430
-4,94092525;0,51242620
-4,94082125;0,55902430
-4,94071725;0,55902430
-4,94061325;0,55902430
-4,94050925;0,55902430
-4,94040525;0,55902430
-4,94030125;0,51242620
-4,94019725;0,51242620
-4,94009325;0,55902430
-4,93998925;0,55902430
-4,93988525;0,55902430
-4,93978125;0,55902430
-4,93967725;0,51242620
-4,93957325;0,55902430
-4,93946925;0,55902430
-4,93936525;0,55902430
-4,93926125;0,51242620
-4,93915725;0,55902430
-4,93905325;0,55902430
-4,93894925;0,55902430
-4,93884525;0,55902430
-4,93874125;0,55902430
-4,93863725;0,51242620
-4,93853325;0,55902430
-4,93842925;0,55902430
-4,93832525;0,55902430
-4,93822125;0,55902430
-4,93811725;0,55902430
-4,93801325;0,55902430
-4,93790925;0,55902430
-4,93780525;0,55902430
-4,93770125;0,55902430
-4,93759725;0,55902430
-4,93749325;0,55902430
-4,93738925;0,51242620
-4,93728525;0,55902430
-4,93718125;0,55902430
-4,93707725;0,51242620
-4,93697325;0,55902430
-4,93686925;0,55902430
-4,93676525;0,55902430
-4,93666125;0,51242620
-4,93655725;0,55902430
-4,93645325;0,55902430
-4,93634925;0,51242620
-4,93624525;0,55902430
-4,93614125;0,55902430
-4,93603725;0,55902430
-4,93593325;0,55902430
-4,93582925;0,55902430
-4,93572525;0,55902430
-4,93562125;0,55902430
-4,93551725;0,55902430
-4,93541325;0,55902430
-4,93530925;0,51242620
-4,93520525;0,55902430
-4,93510125;0,55902430
-4,93499725;0,55902430
-4,93489325;0,51242620
-4,93478925;0,51242620
-4,93468525;0,55902430
-4,93458125;0,55902430
-4,93447725;0,55902430
-4,93437325;0,55902430
-4,93426925;0,55902430
-4,93416525;0,55902430
-4,93406125;0,55902430
-4,93395725;0,55902430
-4,93385325;0,55902430
-4,93374925;0,55902430
-4,93364525;0,55902430
-4,93354125;0,55902430
-4,93343725;0,60562250
-4,93333325;0,55902430
-4,93322925;0,55902430
-4,93312525;0,55902430
-4,93302125;0,55902430
-4,93291725;0,55902430
-4,93281325;0,55902430
-4,93270925;0,51242620
-4,93260525;0,51242620
-4,93250125;0,51242620
-4,93239725;0,55902430
-4,93229325;0,51242620
-4,93218925;0,55902430
-4,93208525;0,55902430
-4,93198125;0,55902430
-4,93187725;0,55902430
-4,93177325;0,55902430
-4,93166925;0,55902430
-4,93156525;0,55902430
-4,93146125;0,55902430
-4,93135725;0,55902430
-4,93125325;0,55902430
-4,93114925;0,55902430
-4,93104525;0,55902430
-4,93094125;0,55902430
-4,93083725;0,55902430
-4,93073325;0,55902430
-4,93062925;0,51242620
-4,93052525;0,60562250
-4,93042125;0,55902430
-4,93031725;0,55902430
-4,93021325;0,55902430
-4,93010925;0,55902430
-4,93000525;0,55902430
-4,92990125;0,55902430
-4,92979725;0,55902430
-4,92969325;0,55902430
-4,92958925;0,51242620
-4,92948525;0,55902430
-4,92938125;0,55902430
-4,92927725;0,55902430
-4,92917325;0,55902430
-4,92906925;0,55902430
-4,92896525;0,51242620
-4,92886125;0,55902430
-4,92875725;0,55902430
-4,92865325;0,55902430
-4,92854925;0,55902430
-4,92844525;0,55902430
-4,92834125;0,55902430
-4,92823725;0,51242620
-4,92813325;0,55902430
-4,92802925;0,55902430
-4,92792525;0,55902430
-4,92782125;0,60562250
-4,92771725;0,55902430
-4,92761325;0,55902430
-4,92750925;0,55902430
-4,92740525;0,55902430
-4,92730125;0,51242620
-4,92719725;0,55902430
-4,92709325;0,55902430
-4,92698925;0,55902430
-4,92688525;0,55902430
-4,92678125;0,55902430
-4,92667725;0,55902430
-4,92657325;0,55902430
-4,92646925;0,55902430
-4,92636525;0,55902430
-4,92626125;0,55902430
-4,92615725;0,55902430
-4,92605325;0,55902430
-4,92594925;0,55902430
-4,92584525;0,51242620
-4,92574125;0,55902430
-4,92563725;0,55902430
-4,92553325;0,55902430
-4,92542925;0,51242620
-4,92532525;0,55902430
-4,92522125;0,55902430
-4,92511725;0,55902430
-4,92501325;0,55902430
-4,92490925;0,55902430
-4,92480525;0,55902430
-4,92470125;0,55902430
-4,92459725;0,55902430
-4,92449325;0,55902430
-4,92438925;0,55902430
-4,92428525;0,55902430
-4,92418125;0,55902430
-4,92407725;0,55902430
-4,92397325;0,55902430
-4,92386925;0,55902430
-4,92376525;0,55902430
-4,92366125;0,51242620
-4,92355725;0,51242620
-4,92345325;0,55902430
-4,92334925;0,51242620
-4,92324525;0,51242620
-4,92314125;0,51242620
-4,92303725;0,55902430
-4,92293325;0,55902430
-4,92282925;0,55902430
-4,92272525;0,55902430
-4,92262125;0,51242620
-4,92251725;0,55902430
-4,92241325;0,55902430
-4,92230925;0,55902430
-4,92220525;0,55902430
-4,92210125;0,55902430
-4,92199725;0,51242620
-4,92189325;0,55902430
-4,92178925;0,55902430
-4,92168525;0,55902430
-4,92158125;0,55902430
-4,92147725;0,55902430
-4,92137325;0,55902430
-4,92126925;0,55902430
-4,92116525;0,55902430
-4,92106125;0,55902430
-4,92095725;0,55902430
-4,92085325;0,60562250
-4,92074925;0,55902430
-4,92064525;0,55902430
-4,92054125;0,55902430
-4,92043725;0,55902430
-4,92033325;0,55902430
-4,92022925;0,55902430
-4,92012525;0,60562250
-4,92002125;0,55902430
-4,91991725;0,51242620
-4,91981325;0,55902430
-4,91970925;0,55902430
-4,91960525;0,55902430
-4,91950125;0,51242620
-4,91939725;0,55902430
-4,91929325;0,55902430
-4,91918925;0,55902430
-4,91908525;0,51242620
-4,91898125;0,51242620
-4,91887725;0,55902430
-4,91877325;0,55902430
-4,91866925;0,55902430
-4,91856525;0,55902430
-4,91846125;0,55902430
-4,91835725;0,55902430
-4,91825325;0,55902430
-4,91814925;0,55902430
-4,91804525;0,55902430
-4,91794125;0,55902430
-4,91783725;0,55902430
-4,91773325;0,55902430
-4,91762925;0,55902430
-4,91752525;0,55902430
-4,91742125;0,55902430
-4,91731725;0,55902430
-4,91721325;0,55902430
-4,91710925;0,55902430
-4,91700525;0,55902430
-4,91690125;0,55902430
-4,91679725;0,55902430
-4,91669325;0,51242620
-4,91658925;0,51242620
-4,91648525;0,55902430
-4,91638125;0,55902430
-4,91627725;0,55902430
-4,91617325;0,55902430
-4,91606925;0,55902430
-4,91596525;0,55902430
-4,91586125;0,55902430
-4,91575725;0,55902430
-4,91565325;0,55902430
-4,91554925;0,55902430
-4,91544525;0,55902430
-4,91534125;0,51242620
-4,91523725;0,55902430
-4,91513325;0,55902430
-4,91502925;0,55902430
-4,91492525;0,55902430
-4,91482125;0,55902430
-4,91471725;0,51242620
-4,91461325;0,51242620
-4,91450925;0,55902430
-4,91440525;0,55902430
-4,91430125;0,55902430
-4,91419725;0,51242620
-4,91409325;0,55902430
-4,91398925;0,55902430
-4,91388525;0,55902430
-4,91378125;0,55902430
-4,91367725;0,55902430
-4,91357325;0,55902430
-4,91346925;0,55902430
-4,91336525;0,55902430
-4,91326125;0,55902430
-4,91315725;0,55902430
-4,91305325;0,51242620
-4,91294925;0,51242620
-4,91284525;0,55902430
-4,91274125;0,51242620
-4,91263725;0,51242620
-4,91253325;0,55902430
-4,91242925;0,55902430
-4,91232525;0,55902430
-4,91222125;0,55902430
-4,91211725;0,55902430
-4,91201325;0,60562250
-4,91190925;0,51242620
-4,91180525;0,55902430
-4,91170125;0,55902430
-4,91159725;0,55902430
-4,91149325;0,55902430
-4,91138925;0,55902430
-4,91128525;0,55902430
-4,91118125;0,55902430
-4,91107725;0,55902430
-4,91097325;0,55902430
-4,91086925;0,55902430
-4,91076525;0,51242620
-4,91066125;0,55902430
-4,91055725;0,55902430
-4,91045325;0,55902430
-4,91034925;0,55902430
-4,91024525;0,55902430
-4,91014125;0,51242620
-4,91003725;0,51242620
-4,90993325;0,55902430
-4,90982925;0,55902430
-4,90972525;0,55902430
-4,90962125;0,55902430
-4,90951725;0,55902430
-4,90941325;0,55902430
-4,90930925;0,60562250
-4,90920525;0,55902430
-4,90910125;0,55902430
-4,90899725;0,55902430
-4,90889325;0,55902430
-4,90878925;0,55902430
-4,90868525;0,55902430
-4,90858125;0,55902430
-4,90847725;0,55902430
-4,90837325;0,55902430
-4,90826925;0,51242620
-4,90816525;0,55902430
-4,90806125;0,51242620
-4,90795725;0,55902430
-4,90785325;0,55902430
-4,90774925;0,55902430
-4,90764525;0,55902430
-4,90754125;0,51242620
-4,90743725;0,55902430
-4,90733325;0,51242620
-4,90722925;0,55902430
-4,90712525;0,55902430
-4,90702125;0,51242620
-4,90691725;0,55902430
-4,90681325;0,55902430
-4,90670925;0,55902430
-4,90660525;0,55902430
-4,90650125;0,55902430
-4,90639725;0,55902430
-4,90629325;0,55902430
-4,90618925;0,55902430
-4,90608525;0,55902430
-4,90598125;0,55902430
-4,90587725;0,55902430
-4,90577325;0,55902430
-4,90566925;0,51242620
-4,90556525;0,55902430
-4,90546125;0,55902430
-4,90535725;0,55902430
-4,90525325;0,55902430
-4,90514925;0,55902430
-4,90504525;0,55902430
-4,90494125;0,55902430
-4,90483725;0,55902430
-4,90473325;0,55902430
-4,90462925;0,55902430
-4,90452525;0,55902430
-4,90442125;0,55902430
-4,90431725;0,55902430
-4,90421325;0,55902430
-4,90410925;0,55902430
-4,90400525;0,55902430
-4,90390125;0,51242620
-4,90379725;0,55902430
-4,90369325;0,55902430
-4,90358925;0,55902430
-4,90348525;0,55902430
-4,90338125;0,55902430
-4,90327725;0,51242620
-4,90317325;0,55902430
-4,90306925;0,51242620
-4,90296525;0,55902430
-4,90286125;0,55902430
-4,90275725;0,51242620
-4,90265325;0,55902430
-4,90254925;0,55902430
-4,90244525;0,60562250
-4,90234125;0,55902430
-4,90223725;0,55902430
-4,90213325;0,55902430
-4,90202925;0,55902430
-4,90192525;0,55902430
-4,90182125;0,55902430
-4,90171725;0,55902430
-4,90161325;0,55902430
-4,90150925;0,55902430
-4,90140525;0,51242620
-4,90130125;0,55902430
-4,90119725;0,55902430
-4,90109325;0,55902430
-4,90098925;0,55902430
-4,90088525;0,55902430
-4,90078125;0,55902430
-4,90067725;0,55902430
-4,90057325;0,55902430
-4,90046925;0,55902430
-4,90036525;0,55902430
-4,90026125;0,55902430
-4,90015725;0,55902430
-4,90005325;0,55902430
-4,89994925;0,55902430
-4,89984525;0,55902430
-4,89974125;0,55902430
-4,89963725;0,55902430
-4,89953325;0,55902430
-4,89942925;0,55902430
-4,89932525;0,55902430
-4,89922125;0,55902430
-4,89911725;0,55902430
-4,89901325;0,51242620
-4,89890925;0,55902430
-4,89880525;0,55902430
-4,89870125;0,55902430
-4,89859725;0,55902430
-4,89849325;0,55902430
-4,89838925;0,55902430
-4,89828525;0,55902430
-4,89818125;0,55902430
-4,89807725;0,55902430
-4,89797325;0,55902430
-4,89786925;0,55902430
-4,89776525;0,55902430
-4,89766125;0,55902430
-4,89755725;0,55902430
-4,89745325;0,55902430
-4,89734925;0,55902430
-4,89724525;0,55902430
-4,89714125;0,55902430
-4,89703725;0,55902430
-4,89693325;0,55902430
-4,89682925;0,55902430
-4,89672525;0,55902430
-4,89662125;0,51242620
-4,89651725;0,55902430
-4,89641325;0,55902430
-4,89630925;0,55902430
-4,89620525;0,55902430
-4,89610125;0,55902430
-4,89599725;0,55902430
-4,89589325;0,55902430
-4,89578925;0,55902430
-4,89568525;0,55902430
-4,89558125;0,55902430
-4,89547725;0,55902430
-4,89537325;0,55902430
-4,89526925;0,55902430
-4,89516525;0,55902430
-4,89506125;0,55902430
-4,89495725;0,55902430
-4,89485325;0,55902430
-4,89474925;0,55902430
-4,89464525;0,55902430
-4,89454125;0,55902430
-4,89443725;0,51242620
-4,89433325;0,51242620
-4,89422925;0,51242620
-4,89412525;0,55902430
-4,89402125;0,55902430
-4,89391725;0,55902430
-4,89381325;0,55902430
-4,89370925;0,51242620
-4,89360525;0,55902430
-4,89350125;0,55902430
-4,89339725;0,55902430
-4,89329325;0,55902430
-4,89318925;0,55902430
-4,89308525;0,55902430
-4,89298125;0,55902430
-4,89287725;0,55902430
-4,89277325;0,55902430
-4,89266925;0,55902430
-4,89256525;0,55902430
-4,89246125;0,55902430
-4,89235725;0,55902430
-4,89225325;0,55902430
-4,89214925;0,51242620
-4,89204525;0,51242620
-4,89194125;0,55902430
-4,89183725;0,55902430
-4,89173325;0,55902430
-4,89162925;0,55902430
-4,89152525;0,55902430
-4,89142125;0,46582800
-4,89131725;0,55902430
-4,89121325;0,60562250
-4,89110925;0,55902430
-4,89100525;0,55902430
-4,89090125;0,51242620
-4,89079725;0,55902430
-4,89069325;0,55902430
-4,89058925;0,55902430
-4,89048525;0,55902430
-4,89038125;0,55902430
-4,89027725;0,51242620
-4,89017325;0,55902430
-4,89006925;0,55902430
-4,88996525;0,55902430
-4,88986125;0,51242620
-4,88975725;0,55902430
-4,88965325;0,55902430
-4,88954925;0,51242620
-4,88944525;0,55902430
-4,88934125;0,55902430
-4,88923725;0,55902430
-4,88913325;0,55902430
-4,88902925;0,55902430
-4,88892525;0,55902430
-4,88882125;0,55902430
-4,88871725;0,55902430
-4,88861325;0,51242620
